Intersection,Longitude,Latitude,number_of_approaches,number_of_exits,max_number_of_lanes_in_approach,min_number_of_lanes_in_approach,number_of_railway_approaches,number_of_railway_exits,max_number_of_lanes_in_exit,min_number_of_lanes_in_exit,number_of_center_bicycle_approaches,number_of_right_side_bicycle_approaches,number_of_center_bicycle_exits,number_of_right_side_bicycle_exits,signal_present,pedestrian_signal_present,diameter,max_angle,max_curvature,min_curvature,distance_to_next_intersection,shortest_distance_to_railway_crossing,subway_station_present,number_of_tram/train_stops,number_of_bus/trolley_stops,stop_sign,approach_street_types,exit_street_types,approach_max_speed_limit,approach_min_speed_limit,exit_max_speed_limit,exit_min_speed_limit,oneway_approach_count,twoway_approach_count,singleway_approach_count,oneway_exit_count,twoway_exit_count,singleway_exit_count
"('Great Highway', 'Lincoln Way')",-122.5102295,37.76400315,3,4,4,2,0,0,3,2,0,3,0,4,yes,yes,164.8241323,119.1196998,2.627763871,0.000960485,-1,-1,no,0,0,no,"{'primary': 2, 'secondary': 1, 'cycleway': 3}","{'primary': 2, 'secondary': 1, 'cycleway': 5}",35,35,35,25,3,0,0,3,0,1
"('Great Highway', 'Sloat Boulevard')",-122.5066303,37.73550222,3,4,4,2,0,0,4,1,0,3,0,4,yes,None,97.64555252,96.1679353,0.560285291,0,-1,-1,no,0,0,no,"{'primary': 2, 'cycleway': 3}","{'primary': 2, 'cycleway': 4}",45,35,45,35,3,0,0,3,0,1
"('Green Street', 'The Embarcadero')",-122.3991486,37.80091195,3,4,3,1,2,4,2,1,0,3,0,4,yes,yes,88.83418315,107.2452271,0.347642005,0,-1,0.776884089,no,0,0,no,"{'primary': 1, 'residential': 1, 'cycleway': 3, 'track': 2}","{'primary': 1, 'residential': 1, 'cycleway': 4, 'track': 4}",30,25,30,25,2,1,0,2,2,0
"('Green Street', 'Van Ness Avenue')",-122.4238092,37.7976259,4,4,3,1,0,0,3,1,0,4,0,4,yes,yes,31.37731263,90.1211559,0.000872496,0.000193904,-1,-1,no,0,0,no,"{'trunk': 1, 'residential': 1, 'cycleway': 4}","{'trunk': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,2,2,0,2,2,0
"('Greenwich Street', 'Mason Street')",-122.4128557,37.8018908,4,4,1,1,2,2,1,1,0,4,0,4,yes,None,66.72417935,91.01523234,0.287488103,0.002003763,-1,1.33622565,no,0,0,no,"{'unclassified': 1, 'residential': 1, 'cycleway': 5, 'track': 2}","{'unclassified': 1, 'residential': 1, 'cycleway': 6, 'track': 2}",25,25,25,25,0,4,0,1,4,0
"('Greenwich Street', 'Sansome Street')",-122.403175,37.8031053,3,3,2,1,0,0,2,1,0,3,0,3,yes,yes,163.0207029,90.10223798,0.001923238,0.000117387,-1,-1,no,0,0,no,"{'residential': 1, 'tertiary': 1, 'cycleway': 5}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,0,2,1,0,2,1
"('Greenwich Street', 'Van Ness Avenue')",-122.4243749,37.80042355,4,4,3,1,0,0,4,1,0,4,0,4,yes,yes,31.72656046,90.47262134,0.014558295,0.000710785,-1,-1,no,0,0,no,"{'residential': 1, 'trunk': 1, 'cycleway': 4}","{'residential': 1, 'trunk': 1, 'cycleway': 4}",25,25,25,25,2,2,0,2,2,0
"('Greenwood Bay Drive', 'Greenwood Cove Drive')",-122.5013754,37.8982302,5,4,1,1,0,0,1,1,0,5,0,4,yes,None,143.1293894,152.6699405,0.875364311,0.503062179,-1,-1,no,0,0,no,"{'residential': 2, 'secondary_link': 1, 'cycleway': 5}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,1,0,4,0
"('Grove Street', 'Hyde Street')",-122.4149213,37.7788674,2,2,3,1,1,1,3,1,0,2,0,2,yes,None,24.22607504,93.05526854,0.379634591,0.16507391,-1,93.6468639,no,0,0,no,"{'tertiary': 1, 'residential': 1, 'cycleway': 2, 'track': 1}","{'secondary': 1, 'residential': 1, 'cycleway': 2, 'track': 1}",25,25,25,25,0,1,1,0,1,1
"('Grove Street', 'Larkin Street')",-122.4166194,37.7786767,4,3,3,1,0,0,3,1,0,3,0,3,yes,yes,29.4814869,92.14957538,0.136710355,3.62E-05,-1,-1,no,0,0,no,"{'tertiary': 1, 'residential': 1, 'cycleway': 3}","{'tertiary': 1, 'residential': 1, 'cycleway': 3}",25,25,25,25,0,3,1,0,3,0
"('Grove Street', 'Masonic Avenue')",-122.4463114,37.7748781,4,4,2,1,0,0,2,1,0,4,0,4,yes,yes,23.90126648,90.7505288,0.088389193,1.36E-05,-1,-1,no,0,0,no,"{'primary': 1, 'residential': 1, 'cycleway': 4}","{'primary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Grove Street', 'Polk Street')",-122.4182535,37.7784902,3,4,2,1,0,0,4,1,0,3,0,4,yes,None,128.0977103,91.48324836,0.067021433,0,-1,-1,no,0,0,no,"{'tertiary': 1, 'residential': 1, 'cycleway': 3}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,1
"('Grove Street', 'Van Ness Avenue')",-122.4198986,37.77826025,4,4,3,1,0,0,3,1,0,4,0,4,yes,None,32.49459011,92.28341487,0.115289067,3.61E-05,55.27322265,-1,no,0,0,no,"{'trunk': 1, 'residential': 1, 'cycleway': 4}","{'trunk': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,2,2,0,2,2,0
"('Grove Street', 'Webster Street')",-122.429687,37.7769944,4,4,3,1,0,0,2,1,0,4,0,4,yes,None,28.11555745,97.90429548,0.771992786,0,53.11421218,-1,no,0,0,no,"{'secondary': 1, 'residential': 1, 'cycleway': 5}","{'secondary': 1, 'residential': 1, 'cycleway': 5}",25,25,25,25,2,2,0,2,3,0
"('Guerrero Street', 'Laguna Street', 'Market Street')",-122.4247963,37.7706865,4,4,4,1,3,2,4,1,0,4,0,4,yes,None,108.7647071,130.3549202,1.11403525,0,-1,22.79384611,no,0,0,no,"{'primary': 1, 'residential': 1, 'secondary': 1, 'cycleway': 4, 'track': 3}","{'primary': 1, 'residential': 1, 'secondary': 1, 'cycleway': 4, 'track': 2}",25,25,25,25,4,0,0,3,1,0
"('Guerrero Street', 'Rosa Parks Lane')",-122.4243012,37.7673312,2,2,2,1,0,0,2,2,0,2,0,2,yes,None,163.012072,90.50641219,0.010232341,0,-1,-1,no,0,0,no,"{'residential': 1, 'secondary': 1, 'cycleway': 3}","{'secondary': 1, 'cycleway': 2}",25,25,25,25,1,0,1,1,0,1
"('Guttenberg Street', 'Mission Street')",-122.4446436,37.7127248,3,2,2,1,0,0,2,2,0,3,0,2,yes,None,37.94501852,116.6567804,0.331134091,0.026734866,-1,-1,no,0,0,no,"{'residential': 1, 'secondary': 1, 'cycleway': 4}","{'secondary': 1, 'cycleway': 3}",25,25,25,25,0,2,1,0,2,0
"('Guy Place', 'Lansing Street')",-122.394375,37.7857517,3,3,2,1,0,0,2,1,0,3,0,3,yes,None,136.9016565,178.864757,0.869067278,0,-1,-1,no,0,0,no,"{'motorway_link': 1, 'residential': 1, 'cycleway': 3}","{'motorway_link': 1, 'residential': 1, 'cycleway': 3}",25,25,25,25,1,0,2,1,0,2
"('Haight Street', 'Market Street')",-122.4218891,37.7732123,2,3,1,1,0,2,4,1,0,2,0,2,yes,None,120.9759112,143.3197925,0.148678108,0,-1,99.25737476,no,0,0,no,"{'primary': 1, 'cycleway': 2}","{'primary': 1, 'residential': 1, 'cycleway': 2, 'track': 2}",25,25,25,25,2,0,0,2,0,1
"('Haight Street', 'Masonic Avenue')",-122.4453607,37.7702176,4,4,1,1,0,0,2,1,0,4,0,4,yes,yes,123.6124294,92.14988862,0.244553702,0,-1,-1,no,0,0,no,"{'tertiary': 2, 'cycleway': 4}","{'tertiary': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Haight Street', 'Octavia Boulevard')",-122.423778,37.7729638,4,3,1,1,0,0,1,1,0,4,0,3,yes,None,21.53941337,91.48773339,0.110059646,0,-1,-1,no,0,0,no,"{'residential': 1, 'primary': 1, 'cycleway': 4}","{'residential': 1, 'primary': 1, 'cycleway': 3}",30,25,30,25,2,1,1,2,1,0
"('Haight Street', 'Octavia Street')",-122.4237787,37.7729637,4,4,1,1,0,0,1,1,0,4,0,4,yes,None,38.46889717,93.39542421,0.232830151,0,54.38698345,-1,no,0,0,no,"{'residential': 2, 'unclassified': 1, 'cycleway': 5}","{'residential': 2, 'unclassified': 1, 'cycleway': 5}",25,15,25,15,3,1,0,3,2,0
"('Haight Street', 'Stanyan Street')",-122.4535543,37.7691741,3,3,2,1,0,0,2,1,0,3,0,3,yes,yes,22.11723431,90.02412888,0.004006773,0.000343921,-1,-1,no,0,0,no,"{'tertiary': 1, 'secondary': 1, 'cycleway': 3}","{'tertiary': 1, 'secondary': 1, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Hale Street', 'San Bruno Avenue')",-122.4058952,37.7329739,6,5,2,1,0,0,2,1,0,4,0,4,yes,yes,179.5443547,179.6345406,0.196821777,0,-1,-1,no,0,0,no,"{'motorway_link': 1, 'secondary': 1, 'residential': 1, 'cycleway': 4}","{'motorway_link': 1, 'secondary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,1,4,1,1,4,0
"('Hamilton Drive', 'Redwood Highway Frontage Road')",-122.5169061,37.8918897,3,4,1,1,0,0,1,1,0,3,0,4,yes,None,153.9432033,168.8597057,0.486808565,0,-1,-1,no,0,0,yes,"{'residential': 1, 'tertiary': 1, 'cycleway': 5}","{'motorway_link': 1, 'residential': 1, 'tertiary': 1, 'cycleway': 6}",35,25,35,25,0,3,0,0,3,1
"('Harbor Drive', 'Marinship Way')",-122.5005419,37.8671429,3,3,1,1,1,1,1,1,0,3,0,3,yes,None,71.85224575,95.07693695,0.028929769,0.000481597,-1,28.90745115,no,0,0,no,"{'residential': 2, 'cycleway': 4, 'track': 1}","{'residential': 2, 'cycleway': 4, 'track': 1}",25,25,25,25,0,3,0,0,3,0
"('Harold Avenue', 'Ocean Avenue')",-122.4531238,37.7232461,3,3,2,1,3,2,3,1,0,3,0,3,yes,yes,144.4880501,106.7179877,0.692779292,0.000598753,-1,1.045229855,no,1,0,no,"{'residential': 1, 'secondary': 1, 'cycleway': 3, 'track': 3}","{'residential': 1, 'secondary': 1, 'cycleway': 3, 'track': 2}",25,25,25,25,1,3,0,1,2,0
"('Harriet Street', 'Harrison Street')",-122.4045783,37.77688665,4,1,5,1,0,0,5,5,0,4,0,1,yes,None,124.6418246,175.5383126,0.029342109,0,-1,-1,no,0,0,no,"{'primary': 1, 'motorway_link': 1, 'residential': 1, 'cycleway': 4}","{'primary': 1, 'cycleway': 2}",25,25,25,25,0,0,4,0,0,1
"('Harriet Street', 'Howard Street')",-122.4077053,37.7792988,2,2,5,1,0,0,4,1,0,2,0,2,yes,None,137.2828979,90.24265898,0.021085591,0,-1,-1,no,0,0,no,"{'residential': 1, 'primary': 1, 'cycleway': 2}","{'residential': 1, 'primary': 1, 'cycleway': 3}",25,25,25,25,0,1,1,0,1,1
"('Harrington Street', 'Mission Street')",-122.4344428,37.7251845,3,3,2,1,0,0,2,1,0,3,0,3,yes,yes,141.6309388,90.30204857,0.004126137,0.000465485,-1,-1,no,0,0,no,"{'secondary': 1, 'residential': 1, 'cycleway': 4}","{'secondary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Harrison Street', 'Hawthorne Street')",-122.3963016,37.7834257,3,2,3,2,0,0,3,3,0,3,0,2,yes,None,226.2649838,90.36522855,0.001134282,0,-1,-1,no,0,0,no,"{'primary': 1, 'tertiary': 1, 'cycleway': 4}","{'primary': 1, 'cycleway': 3}",25,25,25,25,0,2,1,0,2,0
"('Harrison Street', 'Kamille Court')",-122.4115672,37.7489487,3,3,1,1,0,0,1,1,0,2,0,3,yes,yes,130.4461852,89.9751451,0.002707752,0,-1,-1,no,0,0,no,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Harrison Street', 'Langton Street')",-122.4068387,37.7751007,2,4,5,2,0,0,5,1,0,1,0,3,yes,None,178.5326101,164.2610275,0.093598747,0,-1,-1,no,0,0,no,"{'primary': 1, 'motorway_link': 1, 'cycleway': 1}","{'primary': 1, 'motorway_link': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,1,0,1,1,0,3
"('Harrison Street', 'Main Street')",-122.390321,37.7881515,4,4,3,1,0,0,3,1,0,4,0,4,yes,None,156.3890132,93.75742357,0.374743676,0,-1,-1,no,0,0,no,"{'primary': 1, 'tertiary': 1, 'cycleway': 4}","{'primary': 1, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Harrison Street', 'Merlin Street')",-122.4023944,37.7786114,4,2,5,1,0,0,5,1,0,2,0,2,yes,None,142.5808644,135.8909969,0.019460795,0,-1,-1,no,0,0,no,"{'motorway_link': 1, 'residential': 1, 'primary': 1, 'cycleway': 2}","{'residential': 1, 'primary': 1, 'cycleway': 2}",25,25,25,25,0,1,3,0,1,1
"('Harrison Street', 'Spear Street')",-122.3894308,37.7888522,4,3,2,1,0,0,2,1,0,4,0,3,yes,None,113.9042283,91.07713877,0.029597753,0,-1,-1,no,0,0,no,"{'primary': 1, 'unclassified': 1, 'secondary': 1, 'cycleway': 5}","{'primary': 1, 'unclassified': 1, 'cycleway': 4}",25,25,25,25,0,3,1,0,3,0
"('Harrison Street', 'The Embarcadero')",-122.3885122,37.78956975,3,3,2,2,2,1,3,2,0,3,0,3,yes,yes,132.9749158,110.091029,0.260867577,0,-1,18.03265994,no,1,0,no,"{'primary': 2, 'cycleway': 3, 'track': 4}","{'primary': 2, 'cycleway': 4, 'track': 1}",30,25,30,25,2,1,0,2,1,0
"('Harrison Street', 'Treat Avenue')",-122.4131001,37.7650766,2,3,1,1,0,0,1,1,0,2,0,3,yes,yes,84.52660429,153.6901676,0.634641293,0,-1,-1,no,0,0,no,"{'tertiary': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,2,0,0,2,1
"('Hastings Terrace', 'Hyde Street')",-122.4191269,37.7995103,3,3,1,1,2,1,1,1,0,3,0,3,yes,None,162.4458263,90.01666523,0.005847317,0.000329793,-1,0.513579419,no,0,0,no,"{'residential': 1, 'tertiary': 1, 'cycleway': 4, 'track': 2}","{'residential': 1, 'tertiary': 1, 'cycleway': 4, 'track': 1}",25,25,25,25,0,3,0,0,3,0
"('Hawthorne Drive', 'Rock Hill Drive')",-122.4771728,37.8890325,4,4,1,1,0,0,1,1,0,4,0,4,yes,None,212.5453508,98.18605469,0.241244102,0,-1,-1,no,0,0,no,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Hawthorne Street', 'Howard Street')",-122.3993791,37.7858875,1,2,4,4,0,0,4,2,0,1,0,2,yes,None,27.77755404,89.51275432,0.011155691,0,49.60160818,-1,no,0,0,no,"{'primary': 1, 'cycleway': 1}","{'tertiary': 1, 'primary': 1, 'cycleway': 2}",25,25,25,25,0,0,1,0,0,2
"('Hayes Street', 'Masonic Avenue')",-122.4461264,37.7739463,4,4,3,1,0,0,4,1,0,4,0,4,yes,yes,123.4107115,91.66635861,0.310906136,2.81E-05,-1,-1,no,0,0,no,"{'primary': 1, 'residential': 1, 'cycleway': 4}","{'primary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Hayes Street', 'Polk Street')",-122.4180638,37.7775161,2,2,4,1,0,0,4,3,0,2,0,2,yes,None,27.77336312,92.82478129,0.381745378,0,51.56115914,-1,no,0,0,no,"{'secondary': 1, 'tertiary': 1, 'cycleway': 2}","{'secondary': 1, 'tertiary': 1, 'cycleway': 2}",25,25,25,25,0,0,2,0,0,2
"('Hayes Street', 'Stanyan Street')",-122.4542991,37.7729021,3,3,2,1,0,0,2,1,0,3,0,3,yes,yes,71.1414831,91.045764,0.222347815,0.000209287,-1,-1,no,0,0,no,"{'residential': 1, 'secondary': 1, 'cycleway': 3}","{'residential': 1, 'secondary': 1, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Hayes Street', 'Van Ness Avenue')",-122.4196952,37.77730615,4,3,4,2,0,0,3,2,0,4,0,3,yes,None,162.7192902,91.16163309,0.043201937,0,-1,-1,no,0,0,no,"{'trunk': 1, 'secondary': 1, 'cycleway': 5}","{'trunk': 1, 'secondary': 1, 'cycleway': 3}",25,25,25,25,2,1,1,3,1,0
"('Hayes Street', 'Webster Street')",-122.4295724,37.7760523,4,4,2,1,0,0,1,1,0,4,0,4,yes,None,162.3800312,97.96174158,0.677702197,0,-1,-1,no,0,0,no,"{'secondary': 1, 'residential': 1, 'cycleway': 6}","{'secondary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,1,4,0,1,3,0
"('Herbst Road', 'Lake Merced Boulevard', 'Skyline Boulevard')",-122.4989927,37.7315518,4,5,5,1,0,0,5,1,0,4,0,5,yes,yes,170.7256406,148.7427075,0.732049933,0,-1,-1,no,0,0,no,"{'tertiary': 1, 'primary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'primary': 1, 'cycleway': 5}",45,25,45,25,0,4,0,0,4,1
"('Hermann Street', 'Laguna Street')",-122.4251529,37.7708881,3,3,1,1,3,2,1,1,0,3,0,3,yes,None,100.1199864,89.3787505,0.659718477,4.57E-06,-1,38.37284774,no,0,0,no,"{'residential': 2, 'cycleway': 3, 'track': 3}","{'residential': 2, 'cycleway': 3, 'track': 2}",25,25,25,25,1,2,0,1,2,0
"('Hernandez Avenue', 'Woodside Avenue')",-122.4554918,37.7463372,3,5,2,1,0,0,2,1,0,3,0,5,yes,None,106.4861389,98.0799148,0.248342995,0,-1,-1,no,0,0,no,"{'secondary': 1, 'residential': 1, 'cycleway': 4}","{'secondary': 1, 'residential': 1, 'cycleway': 7}",35,25,35,25,2,1,0,1,4,0
"('Hickory Street', 'Laguna Street')",-122.4260018,37.7750597,4,3,1,1,0,0,1,1,0,4,0,3,yes,None,162.3282457,90.9800684,0.386513216,1.02E-05,-1,-1,no,0,0,no,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,1,0,3,0
"('Hickory Street', 'Webster Street')",-122.4292884,37.7746551,2,3,1,1,0,0,2,1,0,2,0,3,yes,None,44.87236832,89.9864649,0.072607287,0,52.50448499,-1,no,0,0,no,"{'secondary': 1, 'cycleway': 2}","{'secondary': 1, 'tertiary': 1, 'residential': 1, 'cycleway': 3}",25,25,25,25,0,2,0,0,2,1
"('Higuera Avenue', 'Lake Merced Boulevard')",-122.4850974,37.71846055,3,3,3,1,0,0,3,1,0,3,0,3,yes,None,55.91196877,93.69622916,0.079991694,0,-1,-1,no,0,0,no,"{'residential': 1, 'secondary': 1, 'cycleway': 3}","{'residential': 1, 'secondary': 1, 'cycleway': 3}",40,25,40,25,1,2,0,1,2,0
"('Higuera Avenue', 'Vidal Drive')",-122.4847552,37.7184744,4,4,1,1,0,0,1,1,0,4,0,4,yes,None,160.7519736,92.93565076,0.005474343,0,-1,-1,no,0,0,no,"{'residential': 2, 'cycleway': 7}","{'residential': 2, 'cycleway': 7}",25,25,25,25,4,1,0,4,1,0
"('Hillcrest Drive', 'Mission Circle', 'Vendome Avenue')",-122.4624714,37.7060563,5,4,1,1,0,0,1,1,0,5,0,4,yes,None,143.6959067,177.8232042,0.512195555,0,-1,-1,no,0,0,no,"{'residential': 3, 'primary_link': 1, 'cycleway': 5}","{'residential': 3, 'primary_link': 1, 'cycleway': 4}",25,25,25,25,0,4,1,0,4,0
"('Hillcrest Drive', 'Mission Street')",-122.4618016,37.7056902,4,4,4,1,0,0,4,1,0,4,0,4,yes,None,142.8276652,113.9986206,0.996371392,0,-1,-1,no,0,0,no,"{'residential': 1, 'primary_link': 1, 'primary': 1, 'cycleway': 4}","{'residential': 1, 'primary_link': 1, 'primary': 1, 'secondary': 1, 'cycleway': 4}",25,25,25,25,2,2,0,2,2,0
"('Hillside Boulevard', 'John Daly Boulevard', 'Mission Street')",-122.4622387,37.7049158,4,4,4,1,0,0,4,1,0,4,0,4,yes,yes,101.5775524,154.2385446,0.623769886,0,-1,-1,no,0,0,no,"{'secondary': 1, 'primary': 2, 'cycleway': 4}","{'secondary': 1, 'primary': 2, 'cycleway': 4}",25,25,25,25,3,1,0,3,1,0
"('Hollis Street', ""O'Farrell Street"")",-122.4302556,37.7836124,2,2,1,1,0,0,1,1,0,2,0,2,yes,yes,16.42935376,89.82458521,0.000918006,0.000181616,60.42222623,-1,no,0,0,no,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,2,0,0,2,0
"('Holloway Avenue', 'Varela Avenue')",-122.4760799,37.7207876,3,4,1,1,1,2,1,1,0,3,0,4,yes,yes,181.5767504,109.490976,0.533157251,0,-1,76.72098168,no,0,0,no,"{'residential': 2, 'cycleway': 3, 'track': 1}","{'residential': 2, 'cycleway': 4, 'track': 2}",25,25,25,25,2,1,0,2,2,0
"('Hospital Street', 'Mariposa Street', 'Minnesota Street')",-122.3908315,37.7642144,4,4,2,1,0,0,2,1,0,4,0,4,yes,None,137.8224397,101.511247,0.404893562,0,-1,-1,no,0,0,no,"{'unclassified': 1, 'residential': 1, 'secondary': 1, 'cycleway': 4}","{'unclassified': 1, 'residential': 1, 'secondary': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Howard Street', 'Langton Street')",-122.409923,37.777553,1,2,4,4,0,0,4,1,0,1,0,2,yes,None,133.6270722,89.39293971,0.010288304,0.000186909,-1,-1,no,0,0,no,"{'primary': 1, 'cycleway': 1}","{'residential': 1, 'primary': 1, 'cycleway': 3}",25,25,25,25,0,0,1,0,0,2
"('Howard Street', 'Main Street')",-122.3934057,37.7906148,3,3,3,2,0,0,3,2,0,3,0,3,yes,None,140.1792218,91.28812134,0.055781278,0,-1,-1,no,0,0,no,"{'primary': 1, 'tertiary': 1, 'cycleway': 3}","{'primary': 1, 'tertiary': 1, 'cycleway': 3}",25,25,25,25,0,2,1,0,2,1
"('Howard Street', 'New Montgomery Street')",-122.3989843,37.7862063,2,1,4,1,0,0,4,4,0,2,0,1,yes,None,100.8970536,90.13308371,0.112086544,0,-1,-1,no,0,0,no,"{'secondary': 1, 'primary': 1, 'cycleway': 3}","{'primary': 1, 'cycleway': 1}",25,25,25,25,0,0,2,0,0,1
"('Howard Street', 'Spear Street')",-122.3925074,37.7912945,3,3,2,1,0,0,2,2,0,3,0,3,yes,None,21.96334878,91.45047815,0.049761585,0.00011187,-1,-1,no,0,0,no,"{'primary': 1, 'secondary': 1, 'cycleway': 3}","{'primary': 1, 'secondary': 1, 'cycleway': 3}",25,25,25,25,0,2,1,0,2,1
"('Howard Street', 'Steuart Street')",-122.3916518,37.792,4,3,2,1,3,3,2,1,0,4,0,3,yes,yes,196.2193604,93.81055221,0.322562052,0,-1,58.99590058,no,0,0,no,"{'tertiary': 1, 'residential': 1, 'primary': 1, 'cycleway': 4, 'track': 3}","{'residential': 1, 'primary': 1, 'cycleway': 3, 'track': 3}",25,25,25,25,0,3,1,0,3,0
"('Howard Street', 'The Embarcadero')",-122.3910945,37.79244415,4,3,4,1,3,3,3,1,0,4,0,3,yes,yes,142.426203,118.5914553,0.224263826,0,-1,3.726721006,no,0,0,no,"{'primary': 2, 'cycleway': 3, 'track': 3}","{'primary': 2, 'cycleway': 4, 'track': 3}",30,25,30,25,3,1,0,2,1,0
"('Howard Street', 'Washburn Street')",-122.4135916,37.7746549,2,1,4,1,0,0,3,3,0,2,0,1,yes,None,110.2364556,89.90252565,0.018380356,0,-1,-1,no,0,0,no,"{'primary': 1, 'residential': 1, 'cycleway': 2}","{'primary': 1, 'cycleway': 2}",25,25,25,25,0,0,2,0,0,1
"('Howth Street', 'Ocean Avenue')",-122.4496497,37.72297085,4,4,2,1,2,2,2,1,0,4,0,4,yes,None,152.6953148,165.0382581,0.551629104,0,-1,0.332862411,no,0,0,no,"{'motorway_link': 1, 'residential': 1, 'secondary': 1, 'cycleway': 4, 'track': 2}","{'residential': 1, 'secondary': 1, 'cycleway': 4, 'track': 2}",25,25,25,25,3,0,1,2,2,0
"('Hudson Avenue', 'Newhall Street')",-122.3882827,37.7400506,4,4,1,1,2,3,1,1,0,4,0,4,yes,None,16.42166967,90.53918296,0.040895422,0,45.34446546,47.90540106,no,2,0,yes,"{'unclassified': 1, 'residential': 1, 'cycleway': 4, 'track': 2}","{'unclassified': 1, 'residential': 1, 'cycleway': 4, 'track': 3}",25,25,25,25,0,4,0,0,4,0
"('Huron Avenue', 'Ottawa Avenue')",-122.4456569,37.7151456,3,4,1,1,0,0,1,1,0,3,0,4,yes,None,16.85617247,103.5592706,0.550481594,0.004225341,20.115501,-1,no,0,0,no,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,1
"('Huron Avenue', 'Sickles Avenue')",-122.4532602,37.7091731,3,4,1,1,0,0,2,1,0,3,0,4,yes,None,17.99328549,93.9917544,0.312041211,0.000133143,62.46273989,-1,no,0,0,no,"{'tertiary': 1, 'residential': 1, 'cycleway': 3}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,1
"('Hyde Street', 'Market Street')",-122.4148257,37.7787765,3,3,3,1,1,1,3,1,0,3,0,2,yes,None,41.34444493,119.0358905,0.38986173,0,-1,104.4759249,no,0,0,no,"{'secondary': 1, 'tertiary': 1, 'cycleway': 3, 'track': 1}","{'secondary': 2, 'cycleway': 2, 'track': 1}",25,25,25,25,2,0,1,2,0,1
"('Hyde Street', 'North Point Street')",-122.4203838,37.8057276,4,4,1,1,2,2,1,1,0,4,0,4,yes,None,16.58813403,90.21926097,0.014923319,0.000282753,54.52348419,0.147461823,no,0,0,no,"{'tertiary': 2, 'cycleway': 4, 'track': 2}","{'tertiary': 2, 'cycleway': 4, 'track': 3}",25,25,25,25,0,4,0,0,4,0
"('Hyde Street', ""O'Farrell Street"")",-122.416281,37.7853905,2,2,3,2,0,0,3,2,0,2,0,2,yes,None,163.7628996,90.04171283,0.00016164,0,-1,-1,no,0,0,no,"{'secondary': 1, 'tertiary': 1, 'cycleway': 4}","{'secondary': 1, 'tertiary': 1, 'cycleway': 2}",25,25,25,25,0,0,2,0,0,2
"('Hyde Street', 'Pacific Avenue')",-122.4183077,37.7954672,4,4,1,1,3,2,1,1,0,4,0,4,yes,None,162.3360236,90.06635151,0.01795527,0.002087455,-1,0.441366333,no,0,0,no,"{'tertiary': 1, 'residential': 1, 'cycleway': 6, 'track': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 6, 'track': 3}",25,25,25,25,0,4,0,0,4,0
"('Hyde Street', 'Pine Street')",-122.4172205,37.7900475,2,2,3,2,0,0,3,2,0,2,0,2,yes,None,163.6718965,89.80525142,0.000740327,0,-1,-1,no,0,0,no,"{'tertiary': 1, 'primary': 1, 'cycleway': 4}","{'tertiary': 1, 'primary': 1, 'cycleway': 2}",30,25,30,25,0,0,2,0,0,2
"('Hyde Street', 'Post Street')",-122.4166574,37.7872498,2,2,3,1,0,0,3,1,0,2,0,2,yes,None,162.5650199,90.04230052,0.000402049,0,-1,-1,no,0,0,no,"{'tertiary': 2, 'cycleway': 3}","{'tertiary': 2, 'cycleway': 3}",25,25,25,25,0,0,2,0,0,2
